num_article,strate,id_legi,texte_origine,id_dole_origine,proposition_document,proposition_offset_debut,proposition_offset_fin,proposition_grain,proposition_declaree_en_entete,ANNOT_document,ANNOT_offset_debut,ANNOT_offset_fin,ANNOT_passage_cite,ANNOT_verdict,ANNOT_commentaire,proposition_jugee,annotateur,date,dossiers
L433-11,origine_ordonnance,LEGIARTI000039382262,Ordonnance n°2006-1547 du 7 décembre 2006,JORFDOLE000021947750,JORFDOLE000021947750__rapport-pr-JORFTEXT000000274696.txt,0,8595,texte entier,0,,,,,non_documente,"Relecture par agent:claude-opus-5 : les ordonnances 2006-1547 et 2019-1169 n'ont fait que mettre à jour des renvois et une terminologie ; le dispositif (ex-L115-33) vient de la codification de 1993, sans document. Verdict de l'agent kimi-k3 confirmé.",hors_sujet,agent:claude-opus-5,2026-09-19,JORFDOLE000021947750 JORFDOLE000032223954 JORFDOLE000039374523
L224-106,origine_ordonnance,LEGIARTI000032226453,Ordonnance n°2016-301 du 14 mars 2016,JORFDOLE000032223954,JORFDOLE000032223954__rapport-pr-JORFTEXT000032209332.txt,0,11783,texte entier,0,JORFDOLE000032223954__rapport-pr-JORFTEXT000032209332.txt,9472,9809,"Enfin, dans un souci de clarification, le périmètre du code a été redéfini. Sont désormais mentionnées les dispositions relevant de la protection du consommateur qui figurent dans d'autres codes, sans les reproduire (ex : assurances, banques, éducation, voyage à forfait, soins médicaux, hébergement de personnes âgées, pompes funèbres).",motive,"Article de renvoi né avec la refonte de 2016 : LEGI ne déclare aucun ancien numéro et le rapport PR le confirme ('Sont désormais mentionnées…') — pas de concordance manquante. Le rapport au Président (seul document du dossier d'origine, 0 mention nominative de l'article) ne nomme pas L224-106, mais le passage cité consacre la redéfinition du périmètre par articles de renvoi 'sans les reproduire' et vise expressément l'hébergement de personnes âgées : c'est exactement et exhaustivement le dispositif de L224-106 (renvoi au chapitre II du titre IV du livre III du CASF). Passage commun à tous les articles de renvoi (L224-101 à L224-112), mais c'est la seule motivation écrite. Consulté : rapport PR (doc 7) en entier ; recherche corpus par les mots du dispositif ('contrats d'hébergement des personnes âgées' : 0 doc ; 'hébergement de(s) personnes âgées' : 8+5 docs) → rattachement de JORFDOLE000020542090 (loi 2010-737 crédit à la consommation) : le rapport Sénat n° 538 Dominati (doc 5, @304688) décrit prospectivement ces mêmes renvois, mais l'habilitation de 2010 n'a jamais été exécutée — la refonte a été faite par l'ordonnance de 2016 sous l'habilitation de l'art. 161 de la loi 2014-344 ; le rapport de ratification 2017 (JORFDOLE000032669047) répète la même formule ; les occurrences JORFDOLE000027383756 / 000021369332 / 000019648575 concernent le fond (CASF L. 342) ou l'outre-mer, pas le renvoi.",corrigee,agent:kimi-k3,2026-09-19,JORFDOLE000032223954
L241-8,origine_ordonnance,LEGIARTI000044138529,Ordonnance n°2021-1247 du 29 septembre 2021,JORFDOLE000044129891,JORFDOLE000044129891__rapport-pr-JORFTEXT000044125832.txt,0,11911,texte entier,0,JORFDOLE000044129891__rapport-pr-JORFTEXT000044125832.txt,8517,8821,"Des sanctions sont instituées en cas de non-respect de la mise en œuvre de la garantie légale de conformité des biens et des contenus et services numériques (articles 13, 14 et 15). De nouvelles amendes administratives complètent le dispositif actuellement limité au formalisme de la garantie commerciale",dossier_seulement,"Rapport au PR de l'ordonnance 2021-1247, seul document du dossier : 0 mention de L. 241-8. Son unique passage sur les sanctions motive le dispositif d'ensemble (articles 13-15 de l'ordonnance, nouvelles amendes administratives, amende civile) sans traiter spécifiquement l'amende pour manquements aux obligations de délivrance L. 216-1 à L. 216-6 — règle du 19/09 : rapport au PR ne nommant pas l'article → dossier_seulement, avec le passage le plus proche désigné. Article créé ex nihilo en 2021, aucune chaîne de renumérotation, pas de concordance manquante. Consulté : rapport au PR intégralement (5 lectures couvrant 0-11911) ; corpus (« 241-8 » → codes construction/sécurité sociale seulement ; « 2021-1247 » → 3 documents dont le rapport sénatorial l21-068 sur les mises à jour logicielles, sans rapport avec L. 241-8 ; « amende administrative » → 75 documents, aucun pertinent ; « ratification 2021-1247 » → 0). Hors corpus, non récupérés après plusieurs tentatives : texte de l'ordonnance (Légifrance sous Cloudflare, Internet Archive hors service, archives JORF DILA glissantes ne remontant pas à oct. 2021, vie-publique exigeant JS) et avis du Conseil d'État (consiliaweb en JS).",corrigee,agent:kimi-k3,2026-09-19,JORFDOLE000044129891
L217-2,origine_ordonnance,LEGIARTI000044142583,Ordonnance n°2005-136 du 17 février 2005,JORFDOLE000021979239,JORFDOLE000021979239__rapport-pr-JORFTEXT000000448450.txt,0,11845,article,0,JORFDOLE000044129891__rapport-pr-JORFTEXT000044125832.txt,3071,3609,"La garantie légale de conformité demeure exclue pour les biens d'occasion vendus aux enchères publiques et les biens vendus par autorité de justice. En outre, l'ordonnance exclut les contrats de vente d'animaux domestiques, qui restent couverts par les dispositions spécifiques du code rural, renvoyant sous certaines conditions à la garantie des vices cachés du code civil. S'agissant des éléments n",motive,"L217-2 (ex-L211-2) est l'article d'exclusions du champ de la garantie légale de conformité : 1°-3° écrits par l'ord. 2005-136 (transposition dir. 99/44), 4°-5° ajoutés par l'ord. 2021-1247 (transposition dir. 2019/770 et 2019/771). Consultés intégralement : rapport-pr 2005 (doc 6) — nomme L. 211-1/L. 211-2 mais seulement pour dire que l'ancien L. 211-2 (prescription, protecteur) est repris au nouvel L. 211-16 ; son paragraphe « champ d'application » traite de l'eau, du gaz et de l'électricité, pas des exclusions de l'article ; rapport-pr 2016 (doc 17) — recodification à droit constant, rien sur le dispositif ; rapport-pr 2021 (doc 18) — consacre un passage aux exclusions du champ, qui est exactement le dispositif de L217-2 : maintien des exclusions enchères/autorité de justice, exclusion des ventes d'animaux domestiques car couvertes par les dispositions spécifiques du code rural, exclusions numériques (jeux d'argent et de hasard, services financiers, documents administratifs = II de L224-25-3) ; le 4° est expliqué par la phrase cadre adjacente (« champ d'application de la garantie légale de conformité, tant pour les biens que pour les contenus et services numériques », articulation art. 9/art. 12). Règle du 19/09/2026 : rapport au Président ne nommant pas l'article mais consacrant un passage à son dispositif -> motive. Recherches corpus « biens vendus sur saisie », « enchères publiques », « ventes d'animaux domestiques » : seules occurrences hors sujet (ventes volontaires, loi 2009 art. 16 bis B code rural, résiliation 2022). curl Légifrance de l'ord. 2005-136 bloqué (page d'erreur) : non importé, non nécessaire au verdict. Proposition de la machine (rapport-pr 2005) écartée : elle ne motive pas le dispositif actuel des exclusions.",corrigee,agent:kimi-k3,2026-09-19,JORFDOLE000021979239 JORFDOLE000032223954 JORFDOLE000044129891
L511-1,origine_ordonnance,LEGIARTI000032225208,Ordonnance n°2016-301 du 14 mars 2016,JORFDOLE000032223954,JORFDOLE000032223954__rapport-pr-JORFTEXT000032209332.txt,0,11783,texte entier,0,JORFDOLE000032223954__rapport-pr-JORFTEXT000032209332.txt,1496,1908,"Le Parlement l'a en effet autorisé à regrouper, harmoniser et unifier les dispositions relatives aux pouvoirs d'enquête en vue de créer un régime unique de pouvoirs propres au code de la consommation ainsi qu'à procéder à l'harmonisation et aux adaptations nécessaires des autres codes renvoyant à ces dispositions. Cette simplification des textes constitue un facteur de sécurité juridique pour les ",dossier_seulement,"Article-chapeau du nouveau livre V, créé par l'ordonnance n°2016-301 du 14 mars 2016 (recodification) ; LEGI ne déclare aucun ancien numéro et les recherches corpus confirment que le dispositif n'est pas plus ancien : l'ancien L215-1 énumérait les agents qualifiés (il est devenu la matière de L511-2), et les formules « effectuées conformément aux habilitations et aux pouvoirs d'enquête » / « conformément aux pouvoirs d'enquête définis au présent » n'apparaissent dans aucun des 371 documents. Le seul document du dossier de l'ordonnance est le rapport au Président de la République, qui ne nomme pas L511-1 ; selon la règle du 19/09/2026 il vaut donc dossier_seulement. Le passage désigné est celui qui s'approche le plus du dispositif : il explique la création d'un « régime unique de pouvoirs propres au code de la consommation », c'est-à-dire exactement ce qu'énonce le chapeau de L511-1 (toute recherche/constatation d'infraction ou de manquement au code suit les habilitations et pouvoirs du livre V) — mais il vise le livre V dans son ensemble, pas cet article en particulier (contraste : L524-1 est, lui, nommé dans le même rapport). Consultés : fiche (historique limité à l'ordonnance 2016-301), rapport PR intégral (doc 1), corpus intégral par les mots du dispositif ; vérifié que le projet de loi de ratification (JORFDOLE000032669047, l16-189) ne rectifie que L511-4 s., pas L511-1, et que les documents du dossier Hamon (JORFDOLE000027383756) ne traitent que de l'habilitation de l'art. 161, pas du chapeau. Aucune concordance manquante à signaler : pas de rattachement justifié.",corrigee,agent:kimi-k3,2026-09-19,JORFDOLE000032223954
L315-11,origine_ordonnance,LEGIARTI000032225751,Ordonnance n°2006-346 du 23 mars 2006,JORFDOLE000017760742,JORFDOLE000017760742__rapport-pr-JORFTEXT000000456743.txt,0,61092,article,0,JORFDOLE000017760742__rapport-pr-JORFTEXT000000456743.txt,45423,45853,"Cette protection du consentement ne serait pas complète sans l'instauration d'un délai de réflexion de dix jours prévu à l'article L. 314-7 pendant lequel l'emprunteur ne peut accepter l'offre. En outre, la rédaction d'un acte notarié à peine de nullité prévu à l'article L. 314-7 permet à l'officier public ministériel d'exercer son devoir de conseil sur les conséquences tant patrimoniales que succ",motive,"Rapport au Président de la République relatif à l'ordonnance n°2006-346 du 23 mars 2006 (sûretés), texte créateur de l'article sous son ancien numéro L. 314-7 (prêt viager hypothécaire). Le passage nomme expressément l'article et motive ses deux volets : le délai de réflexion de dix jours (complément nécessaire de la protection du consentement, avec le maintien de l'offre de L. 314-6) et l'acte notarié à peine de nullité (devoir de conseil de l'officier public sur les conséquences patrimoniales et successorales). Les interdictions de versements/dépôts avant acceptation sont le corollaire du délai de réflexion. Consulté aussi : rapport au Président de l'ordonnance n°2016-301 (doc 37), simple recodification, 0 occurrence de « 315-11 », « 314-7 » ou « viager ». Historique complet : CREATION L314-7 en 2006, pas de concordance manquante à signaler.",corrigee,agent:kimi-k3,2026-09-19,JORFDOLE000017760742 JORFDOLE000032223954
L341-47,origine_ordonnance,LEGIARTI000032395811,Ordonnance n°2016-351 du 25 mars 2016,JORFDOLE000032302646,JORFDOLE000032302646__rapport-pr-JORFTEXT000032294257.txt,0,10320,texte entier,0,JORFDOLE000032302646__rapport-pr-JORFTEXT000032294257.txt,7142,7577,"Article 5 : Cet article porte modification du chapitre Ier du titre IV du livre III du code de la consommation en y insérant des sanctions civiles et pénales pour le non-respect d'obligations créées par la directive (notamment l'information générale liée à la distribution de crédit, l'information précontractuelle sur la spécificité des prêts en devises étrangères, l'étude de solvabilité de l'empru",dossier_seulement,"Aucun ancien numéro déclaré par LEGI : L341-47 est créé par l'ordonnance 2016-351. Vérifié dans la base LEGI du projet : avant 2016, le chapitre crédit immobilier (L312-1 à L312-36) ne connaissait la déchéance des intérêts qu'en peine complémentaire (L312-33, dernier alinéa) ; la formule consécutive « l'emprunteur n'est tenu qu'au seul remboursement du capital… sommes perçues… restituées ou imputées » n'existait qu'en crédit à la consommation (L311-33, puis L311-48 créé par la loi n° 2010-737 du 1er juillet 2010) et pour le prêt garanti par hypothèque rechargeable (L313-14-2, ordonnance 2006-346). CONCORDANCE MANQUANTE : les mots de L341-47 reprennent à l'identique ceux de L311-48 (crédit conso), importés en crédit immobilier par l'ordonnance de 2016 ; LEGI ne le dit pas. Consultés : les deux rapports au Président du corpus (ordonnances 2016-301 et 2016-351, ce dernier lu en entier) — aucun ne nomme L341-47 ni n'explique la déchéance ; recherches corpus « sommes perçues au titre des intérêts », « au paiement des intérêts dont le », « L312-8 », « 341-47 », « 313-14-2 » ; dossier JORFDOLE000020542090 (loi 2010-737) rattaché : son rapport AN n° 2150 (@400100 s.) explique la genèse de ces mots (continuité de l'ancien L311-33 ; précision « le cas échéant » liée à l'introduction de la déchéance partielle) mais pour l'article L. 311-48 du crédit à la consommation — dispositif identique, autre régime : pas un motif de CET article au sens du §6. Verdict dossier_seulement : le passage « Article 5 » du rapport au Président 2016-351 est le plus proche — il motive l'insertion d'une section de sanctions civiles et pénales dans le chapitre Ier du titre IV du livre III (celle où figure L341-47) pour sanctionner les obligations créées par la directive 2014/17/UE, sans expliquer le dispositif de déchéance lui-même.",corrigee,agent:kimi-k3,2026-09-19,JORFDOLE000032302646
L242-18-2,origine_ordonnance,LEGIARTI000044138704,Ordonnance n°2021-1247 du 29 septembre 2021,JORFDOLE000044129891,JORFDOLE000044129891__rapport-pr-JORFTEXT000044125832.txt,0,11911,texte entier,0,JORFDOLE000044129891__rapport-pr-JORFTEXT000044125832.txt,0,11911,"Rapport au Président de la République relatif à l'ordonnance n° 2021-1247 du 29 septembre 2021 relative à la garantie légale de conformité pour les biens, les contenus numériques et les services numériques Monsieur le Président de la République, La présente ordonnance est prise sur le fondement de l'article 1er de la loi n° 2020-1508 du 3 décembre 2020 portant diverses dispositions d'adaptation au",dossier_seulement,"Article créé ex nihilo par l'ordonnance n°2021-1247 du 29 sept. 2021 (transposition directives 2019/770 et 2019/771) ; pas de numéro antérieur. Seul document du dossier JORFDOLE000044129891 au corpus : le rapport au Président de la République [1], lu intégralement (11 911 signes). Il ne nomme pas L242-18-2 (0 mention) et ne contient aucun des mots du dispositif (« frais d'envoi », « rembourse », « support matériel », « quatorze jours », « major » : 0 occurrence). Le passage le plus proche décrit le remède général de mise en conformité des contenus numériques « sans frais, sans inconvénient majeur et sans retard injustifié » (art. 12 de l'ordonnance) — dispositif d'ensemble, pas le mécanisme spécifique de cet article (remboursement des frais d'envoi sous 14 jours, majorations de plein droit de 10/20/50 %). Recherche corpus étendue : « majoré de 10 », « 50 % ultérieurement », « quatorze jours au-delà », « support matériel », « frais d'envoi » — les seules occurrences portent sur d'autres matières (démarchage, rétractation, pénalités de retard, prêts) ; aucune ne motive ce dispositif pour le contenu numérique. La formule des majorations graduées est un poncif législatif (cf. L. 138-2/L. 138-3 issus de la loi Hamon) reprise ici sans commentaire. Tentatives hors corpus : dossiers vie-publique.fr/loi/281687 et /dossierlegislatif/JORFDOLE000044129891 ainsi que circulaires.legifrance.gouv.fr/dossierlegislatif/JORFDOLE000044129891 inaccessibles (site JS) ; pour une ordonnance, le JO ne publie de toute façon que le rapport au PR, déjà au corpus. Règle du 19/09 : rapport au PR qui ne nomme pas l'article et ne consacre aucun passage à son dispositif = dossier_seulement.",acceptee,agent:kimi-k3,2026-09-19,JORFDOLE000044129891
L224-108,origine_ordonnance,LEGIARTI000032226447,Ordonnance n°2016-301 du 14 mars 2016,JORFDOLE000032223954,JORFDOLE000032223954__rapport-pr-JORFTEXT000032209332.txt,0,11783,texte entier,0,JORFDOLE000032223954__rapport-pr-JORFTEXT000032209332.txt,9472,9809,"Enfin, dans un souci de clarification, le périmètre du code a été redéfini. Sont désormais mentionnées les dispositions relevant de la protection du consommateur qui figurent dans d'autres codes, sans les reproduire (ex : assurances, banques, éducation, voyage à forfait, soins médicaux, hébergement de personnes âgées, pompes funèbres).",motive,"Article de renvoi pur créé par la recodification (ordonnance 2016-301) : il mentionne sans les reproduire les règles des contrats de service funéraires figurant au CGCT. Le rapport au Président, seul document du dossier, ne nomme pas l'article mais consacre un passage à la redéfinition du périmètre du code — mention des dispositions de protection du consommateur figurant dans d'autres codes — en citant expressément les pompes funèbres : c'est la raison d'être exacte de cet article (exception prévue à la règle du rapport au Président : passage consacré au dispositif). Consulté : rapport PR [1] en entier (unique occurrence de 'pompes funèbres' dans ce passage) ; recherches corpus 'funéraires', 'pompes funèbres', 'contrats de service(s) funéraires', 'chapitre III du titre II du livre II de la deuxième partie' — le dossier de ratification de 2017 (JORFDOLE000032669047, hors historique, non rattaché car rien de plus précis) reprend la même explication ; un document de 2009 (JORFDOLE000020542090) montre que la politique du renvoi au CGCT était déjà envisagée lors de la refonte. Aucun ancien numéro : le dispositif est né en 2016 ('sont désormais mentionnées'), donc pas de concordance manquante à signaler.",corrigee,agent:kimi-k3,2026-09-19,JORFDOLE000032223954
L621-3,loi_hors_open_data,LEGIARTI000032224745,Loi 93-949 1993-07-26 annexe JORF 27 juillet 1993,,,,,,,externe__L621-3__senat-rap-1992-1993-0312-robert-code-conso.pdf,277921,278500,"Art. 4. - La jundactaaa itptia't «aiaae daas les caadàtâaaa de l'article I"" peut, aprà* a*oar e<écUre le preveeu caupabla. ajourner le pronwct de la pane ta lia eajot|na»t. soua aaueista le cas érféaat. de a* eaatast dans «a délai fiai aus yreacnp- tiona qu'elle drtiram et «u* aat pour objr dé (stn casast lafiaaeateM illiale aa dé auppruner daaa It contrat sa la typa de contrat propoaé aas taaaoaa",motive,"L621-3 (ex-L421-3) créé par loi 93-949 codifiant loi 88-14 art.4. Rapport Sénat n°312 (1992-1993) reproduit texte art.4 loi 88-14, source directe du dispositif. Passage doc2 offsets ~277920-278100 montre art.4 loi 88-14 : ajournement peine avec injonction sous astreinte pour faire cesser agissement illicite ou supprimer clause illicite, identique à L621-3 actuel. Rapport Président ordonnance 2016-301 (doc1) ne mentionne pas l'article (recodification droit constant). Motivation dans rapport sénatorial 1993 importé hors corpus.",aucune,agent:nemotron-3-ultra-nvfp4,2026-09-19,JORFDOLE000032223954
L413-9,loi_hors_open_data,LEGIARTI000034072854,Loi 93-949 1993-07-26 annexe JORF 27 juillet 1993,,,,,,,JORFDOLE000032223954__rapport-pr-JORFTEXT000032209332.txt,6856,7185,"à la valorisation des produits et services (ex : label, certification, etc.) sont transférées au livre IV relatif à la conformité, sécurité et valorisation des produits et services ; ces dispositions relevant en effet plus de la logique de conformité des produits que de celle de l'information précontractuelle des consommateurs.",non_documente,"[reclassé non_documente le 19/09/2026, définition docs/39 § 3 : rapport de la recodification de 2016 ; l'origine est la loi 93-949 (ancien L217-7), sans document] Le rapport au Président de l'ordonnance 2016-301 (unique document du corpus attaché à l'historique) ne nomme pas L413-9 (ni son ancien numéro L217-7) : 0 mention dans le document. Conformément à la règle du 19/09/2026 (un rapport au Président qui ne nomme pas l'article vaut dossier_seulement, sauf passage consacré au dispositif), le rapport ne consacre pas de passage au dispositif propre de l'article (interdiction de faire croire à l'origine française de produits étrangers — règle issue de la codification de 1993 par la loi 93-949). Il motive en revanche le transfert de l'ancien article L217-7 du Livre II vers le Livre IV : les dispositions relatives à l'étiquetage et à la valorisation des produits et services ont été déplacées dans le livre IV « Conformité, sécurité et valorisation des produits et services », car relevant de la logique de conformité des produits plutôt que de l'information précontractuelle. Cela explique la nouvelle numérotation L413-9, sans motiver le contenu normatif. La loi 93-949, texte d'origine, n'a pas de dossier législatif connu de DOLE (signalé dans la fiche) et aucun document du corpus ne porte spécifiquement l'article L217-7 avec un commentaire ; les occurrences trouvées dans JORFDOLE000021369332 et JORFDOLE000042956321 sur « L 217-7 » concernent un tout autre article (présomption d'antériorité du défaut de conformité, L217-7 depuis 2022). Le rapport du Sénat 315 (1990-1991) sur le projet de code de la consommation, présent dans le corpus, ne traite pas de cet article. Pas de concordance manquante à signaler (LEGI déclare L217-7 → L413-9).",aucune,agent:minimax-m3,2026-09-19,JORFDOLE000032223954
L412-2,loi_hors_open_data,LEGIARTI000032225490,Loi 93-949 1993-07-26 annexe JORF 27 juillet 1993,,,,,,,JORFDOLE000032223954__rapport-pr-JORFTEXT000032209332.txt,972,1353,"essentiel de cette refonte intervient à droit constant, sous la réserve de modifications rendues nécessaires pour assurer le respect de la hiérarchie des normes et la cohérence rédactionnelle des textes ainsi rassemblés, harmoniser l'état du droit, remédier aux éventuelles erreurs ou insuffisances de codification et abroger les dispositions, codifiées ou non, devenues sans objet",non_documente,"[confirmé en relecture par agent:claude-opus-5 le 2026-09-19, verdict de agent:deepseek-v4p1-flash : relecture : la base situe l'article sous l'art. 121 de la loi 2011-525, modification supprimée en séance (LEGI n'enregistre aucune modification de L214-3) — origine située fausse, à noter pour porte_sur] [reclassé non_documente le 19/09/2026, définition docs/39 § 3 : rapport de la recodification de 2016 ; l'origine est la loi 93-949 (ancien L214-3), sans document] L412-2 est la reprise, par l'ordonnance n° 2016-301 du 14 mars 2016 (art. 1er et annexe), de l'ancien art. L. 214-3 créé par la loi n° 93-949 du 26 juillet 1993. Le seul document du corpus est le rapport au Président de la République relatif à cette ordonnance (dossier JORFDOLE000032223954) : il ne nomme ni L. 412-2 ni L. 214-3 (0 mention) et ne consacre aucun développement au dispositif de l'article (décret en Conseil d'Etat constatant que des règlements européens constituent les mesures d'exécution prévues à l'art. L. 412-1). En application de la règle du 19 septembre 2026, un rapport au Président qui ne nomme pas l'article vaut dossier_seulement ; j'ai donc désigné le passage qui motive le dispositif d'ensemble (refonte à droit constant, sous réserve des adaptations de hiérarchie des normes et de cohérence rédactionnelle), et non un passage propre à l'article, qui n'existe pas. Recherche exhaustive : mentions de L. 412-2 / L. 214-3 dans le document 1 = 0 ; recherche des mots du dispositif dans les 373 documents du corpus : l'ancien texte L. 214-3 n'apparaît que dans le dossier JORFDOLE000021369332 (proposition de loi Warsmann de simplification, devenue loi n° 2011-525), où il est cité comme 'texte en vigueur' dans un tableau comparatif avec une modification finalement supprimée (amendement CL19) : ce dossier, hors historique, n'est pas celui du texte producteur et n'explique pas le dispositif. La loi n° 93-949 (JORFTEXT000000529228), texte à l'origine, n'a ni dossier DOLE connu ni document au corpus ; les recherches par les mots du dispositif ('règlement de la Communauté économique européenne', 'constitue les mesures d'exécution', 'champ d'application des chapitres II à VI') ne remontent aucune autre source motivante, ce mécanisme d'exécution des règlements CEE n'ayant pas de travaux indexés. Concordance manquante signalée : LEGI rattache L. 214-3 à L. 412-2, mais le corpus ne dispose d'aucun document du dossier de la loi n° 93-949.",aucune,agent:claude-opus-5,2026-09-19,JORFDOLE000032223954
L413-6,loi_hors_open_data,LEGIARTI000034072866,Loi n°2003-239 du 18 mars 2003,JORFDOLE000017760408,JORFDOLE000017760408__r0508.asp,380510,383534,article,1,JORFDOLE000017760408__r0508.asp,380510,383534,"Article 26 (art. L. 217-2 du code de la consommation) Incrimination de l'altération de signes permettant l'identification de marchandises Selon les statistiques de la criminalité constatée établies par le ministère de l'intérieur, les vols commis au mois d'octobre 2002 auraient diminué de 7,29 % par rapport à ceux commis au même mois de l'année passée. Si ces résultats sont particulièrement encour",motive,"Le passage du rapport de commission (JORFDOLE000017760408__r0508.asp, dossier loi n°2003-239) explique explicitement la raison de la modification de l'article L. 217-2 (devenu L413-6 par recodification 2016) : l'article initial ne réprimait que les signes « apposés » sur les marchandises, or les numéros IMEI des téléphones portables sont « insérés dans les circuits » (intégrés). La nouvelle rédaction ajoute « ou intégrés » et « de manière physique ou électronique » pour couvrir ces cas. Consultés : documents 1, 2, 5, 6 de la fiche ; l'historique montre la création en 1993 (L217-2), modification en 2003 (loi n°2003-239), abrogation/recréation en 2016 (ordonnance). Le rapport de commission du Sénat (doc 5) est le document qui motive le dispositif exact de l'article actuel.",acceptee,agent:nemotron-3-ultra-nvfp4,2026-09-19,JORFDOLE000017760408 JORFDOLE000032223954
L431-7,loi_hors_open_data,LEGIARTI000032225390,Loi 93-949 1993-07-26 annexe JORF 27 juillet 1993,,,,,,,externe__L431-7__senat-rap-1992-1993-0312-robert-code-conso.pdf,34216,34427,"Il est également proposé que la loi du 6 mai 1919 relative à la protection des appellations d'origine figure au code de la consommation , sauf en ce qui concerne ses dispositions spécifiques aux vins et alcools.",dossier_seulement,"Le texte en vigueur reproduit l'ancien art. L. 115-17 (créé par la loi 93-949, codification du code de la consommation) : partie civile ouverte aux personnes, syndicats et associations lésés par les délits d'appellation d'origine. Le dossier d'origine (loi 93-949) n'a aucun document au corpus et n'est pas connu de DOLE ; j'ai donc importé le rapport de la commission des affaires économiques du Sénat n° 312 (1992-1993, M. Jean-Jacques Robert) sur le projet de loi relatif au code de la consommation (partie législative), https://www.senat.fr/rap/1992-1993/i1992_1993_0312.pdf (doc [4]). Ce rapport motive la codification d'ensemble (intégration de la loi du 6 mai 1919 relative aux appellations d'origine au code), mais son examen des articles ne porte que sur L. 115-3, L. 115-6, L. 115-7, L. 115-10, L. 115-23, L. 115-25, L. 115-30 et les cinq articles initiaux ; il ne dit rien du dispositif propre de L. 115-17, dont aucun document du corpus ne porte la mention (docs [1], [2], [3] : 0 mention ; recherches 'partie civile'/'se prétendent lésés'/'L. 115-17' dans tout le corpus : 0 occurrence du dispositif). D'où dossier_seulement, et non motive. Concordance à signaler : la table de concordance du rapport (p. 36 et 55) établit L. 115-16 = art. 8, L. 115-17 = art. 9 et L. 115-18 = art. 9-1 de la loi du 6 mai 1919 ; le dispositif vient donc de l'art. 9 de cette loi de 1919, antérieure à la codification de 1993, dont les travaux ne sont ni au corpus ni en ligne. La fiche liste aussi L. 115-18 comme numéro antérieur, mais c'est une disposition distincte (peines applicables aux mentions interdites), dont les modifications de 1998, 1999, 2006 et 2010 sont sans rapport avec le présent article. Le rapport au Président de l'ordonnance n° 2016-301 (doc [3]), qui a renuméroté L. 115-17 en L. 431-7, ne nomme pas l'article (dossier_seulement possible aussi), mais c'est le dossier d'origine qui est désigné ici.",aucune,agent:deepseek-v4p1-flash,2026-09-19,JORFDOLE000021947750 JORFDOLE000022204472 JORFDOLE000032223954
L321-2,loi_hors_open_data,LEGIARTI000032225710,Loi n°2001-1168 du 11 décembre 2001,,,,,,,,,,,non_documente,"[confirmé en relecture par agent:claude-opus-5 le 2026-09-19, verdict de agent:nemotron-3-ultra-nvfp4 : relecture : la base situe sous l'art. 72 quater de la loi Hamon (2e lecture Sénat), qui n'a pas modifié L322-2 selon LEGI — même défaut : porte_sur retient un état intermédiaire du texte] Recherche exhaustive effectuée sur l'historique complet : 1) Loi 93-949 (1993) créant L322-2 (ancien numéro) - aucun document accessible (Légifrance JORF bloqué par Cloudflare, Senat.fr 404, AN.fr 404, vie-publique.fr non archivé sur Wayback) ; 2) Loi 2001-1168 (2001) modifiant L322-2 - même situation ; 3) Ordonnance 2016-301 (2016) créant L321-2 actuel - seul document corpus : rapport au Président (JORFDOLE000032223954) qui ne mentionne ni L321-2 ni L322-2 ni le dispositif 'représentation en justice' (dispositif totalement différent de l'original : L322-2 1993/2001 excluait professions juridiques et conciliation ; L321-2 2016 préserve la représentation en justice). Le rapport est général sur la recodification, sans passage consacré à cet article. Concordance manquante : LEGI ne relie pas explicitement L321-2 à L322-2 dans l'historique affiché (fiche indique 'numéros antérieurs : L322-2' mais versions montre rupture de dispositif).",aucune,agent:claude-opus-5,2026-09-19,JORFDOLE000032223954
L621-11,loi_hors_open_data,LEGIARTI000032224725,Loi n°92-1336 du 16 décembre 1992,,,,,,,,,,,non_documente,"Recherche exhaustive effectuée : 1) Historique complet suivi : Loi 93-949 (1993) a créé L421-9 par codification de l'art. 8 de la Loi 88-14 ; Loi 92-1336 (1992) a modifié la référence pénale ; Ordonnance 2016-301 a recodifié en L621-11. 2) Documents corpus consultés : rapport au Président 2016 (doc 1) - général sur la recodification, ne nomme pas l'article ; dossier JORFDOLE000021369332 (Loi 92-1336) - rapporte sur harmonisation peines affichage/diffusion art. 131-35 CP, pas sur L421-9 ; dossier JORFDOLE000017841208 (projet 2005) - sans rapport. 3) Documents importés : Loi 93-949 (texte intégral, doc 29) - simple codification sans exposé des motifs par article ; Rapport Sénat 312 Robert (doc 30) - table de concordance montrant L421-9 ← Art. 8 Loi 88-14, mais sans motivation du dispositif. 4) Recherche corpus : aucun document ne contient 'L421-9' avec 'diffusion' ou 'information au public du jugement' ou n'explique le dispositif spécifique de cet article. 5) Dossier Loi 88-14 (créatrice du dispositif) non trouvé au corpus ni en ligne (senat.fr, assemblee-nationale.fr, vie-publique.fr renvoient 404). Conclusion : après suivi de chaque texte de l'historique et recherche dans tous les documents accessibles, aucun passage ne motive pourquoi CET article (dispositif : diffusion jugement par tous moyens, frais partie succombante) dit ce qu'il dit.",aucune,agent:nemotron-3-ultra-nvfp4,2026-09-19,JORFDOLE000032223954 JORFDOLE000021369332 JORFDOLE000017841208 JORFDOLE000019648575 JORFDOLE000032669047
