dossier	fichier	type	signes	sha256	url
JORFDOLE000043496065	JORFDOLE000043496065__expose-motifs.txt	expose_des_motifs	85942	e9861f77ca7d20a2d54b3a856fef215e2fe196e61daec20ef82624d690027187	
JORFDOLE000043496065	JORFDOLE000043496065__l20-723.html	rapport_commission	27471	881240476e7a90fa9d8f53b0ddcc3ae225eef5ec5669e669fc80a89f518d6073	
JORFDOLE000043496065	JORFDOLE000043496065__l20-723_mono.html	rapport_commission	1421824	437c613b3cd6a957ff2ef5c6191f6902a6e796ef88f0ca230b3141b2d1413c76	
JORFDOLE000043496065	JORFDOLE000043496065__l21-422.html	rapport_commission	19954	ac91fa1aae7410c664cbbd3db83416d072d2f3b1c8045ac5bb402af00c4d9e84	
JORFDOLE000043496065	JORFDOLE000043496065__l21-422_mono.html	rapport_commission	96003	f861808c78383e27d515cbe1807fa4253d43f41582d3934234616e7136cb4a44	
JORFDOLE000043537810	JORFDOLE000043537810__rapport-pr-JORFTEXT000043534831.txt	rapport_president_republique	17616	f975f87a30bc7b2354e643b766930615501a8a8dec9c80f12df7a753ff60a141	
JORFDOLE000044129891	JORFDOLE000044129891__rapport-pr-JORFTEXT000044125832.txt	rapport_president_republique	11911	c1f3ac4570d2e4ebf9a8048a2ab6ec0e184ff5343e3cf3ca5d6166dd89b26b31	
JORFDOLE000044373959	JORFDOLE000044373959__RAPPANR5L15B4699.html	rapport_commission	153831	ea7b145f07ad5ae6c7f7f3e08514db6d2093d5178104d6238b4c9d3123ffd9a6	
JORFDOLE000044373959	JORFDOLE000044373959__RAPPANR5L15B4992.html	rapport_commission	92165	b263b7642a99053c8be8229e986ca6315404334053ceb11ea059a7db789c58e6	
JORFDOLE000044373959	JORFDOLE000044373959__l21-367.html	rapport_commission	13111	7771c6a4858cf64eb37d4b8eb149821c7e1325f760e594e6ce64dccd829edf4f	
JORFDOLE000044373959	JORFDOLE000044373959__l21-367_mono.html	rapport_commission	198761	4c9f83f67fa3b82814c59e985fd30c643c5252bad7ddf755f468d44deaf29313	
JORFDOLE000044550081	JORFDOLE000044550081__rapport-pr-JORFTEXT000044546224.txt	rapport_president_republique	14649	2dcc3d694b33f3835e3d77e5d740d4eacb1094e3530f81a97d236eb74f40d94b	
JORFDOLE000045446720	JORFDOLE000045446720__rapport-pr-JORFTEXT000045442688.txt	rapport_president_republique	7809	aba6b93d664852d4ad8e8e0eff0eb083ef50ab233a3d2dedc3f81987edd813c6	
JORFDOLE000046027237	JORFDOLE000046027237__RAPPANR5L16B0144.html	rapport_commission	1429963	44ebf7559a6ed54a5c8da8358e94879edded13284662a6bd00665378d5edfd42	
JORFDOLE000046027237	JORFDOLE000046027237__RAPPANR5L16B0177.html	rapport_commission	301956	fd352260a1a61754c0b5a48b638fb353b8db036d3f8691e92a348789a2ab7036	
JORFDOLE000046027237	JORFDOLE000046027237__avis-ce-1.txt	avis_conseil_etat	58397	3e30afeb9d385f69fb03003a1b796566e16fe238c2a0b677538ceb9cbcceaf30	
JORFDOLE000046027237	JORFDOLE000046027237__etude-impact-1.txt	etude_impact	439754	4d0df2a093d93df01152a07a406a7ddf144ef973f1f04923868d643a8b435401	
JORFDOLE000046027237	JORFDOLE000046027237__expose-motifs.txt	expose_des_motifs	30306	6930d5ddc583039c9ca4856dcc42ae10a017c4ae8a9e7d1d2444f30b35375f88	
JORFDOLE000046027237	JORFDOLE000046027237__l21-827.html	rapport_commission	18056	c763b2ddf995dd61369c0db3ad6d99e965ee044aa87b24f41ba60c1fbc442c85	
JORFDOLE000046027237	JORFDOLE000046027237__l21-827_mono.html	rapport_commission	504740	37066f1d7508497f1aa66739b8474bc15cfe8bfe3151f33c0829b83bb3e09540	
JORFDOLE000046590737	JORFDOLE000046590737__RAPPANR5L16B0748.html	rapport_commission	1104895	31fdadb8bbdd1ebf116602f66387aef7f9cd2c39c2b9da4df248559c9e24c7b3	
JORFDOLE000046590737	JORFDOLE000046590737__avis-ce-1.txt	avis_conseil_etat	35500	1111fdc16fa434641da63d4b303d7c6c5c5462b655bfbc26d233d9007fc88e1f	
JORFDOLE000046590737	JORFDOLE000046590737__etude-impact-1.txt	etude_impact	889837	0ab14270ac1d79c09a4e6db3c1e13b85d83ff184b7e5a123a6916383c293255f	
JORFDOLE000046590737	JORFDOLE000046590737__expose-motifs.txt	expose_des_motifs	45673	1e69a1b967ec84afc7f12e31fa96c2f7bffb143a59d32425f857d3c3383db838	
JORFDOLE000046590737	JORFDOLE000046590737__l22-186.html	rapport_commission	19272	024e727c6734884f5deaaa1ad2e11589c9f4063c57e300c380b4cc61882aa2b2	
JORFDOLE000046590737	JORFDOLE000046590737__l22-186_mono.html	rapport_commission	289339	9ca595fa2abebe88fbd7ecdbd4f5f864a0d6b0b9cd3add84010e7814f681bea3	
JORFDOLE000046590737	JORFDOLE000046590737__l22-339.html	rapport_commission	10437	fe6a3706f91b2f963b7f563d4ee9f7cfca2487f4588c641fb8a6e37bb20941b3	
JORFDOLE000046590737	JORFDOLE000046590737__l22-339_mono.html	rapport_commission	60195	f226abd5b75972d2b1d94fd9bce0c97c62cb3a417491fa876d35c34784041f07	
JORFDOLE000047533100	JORFDOLE000047533100__RAPPANR5L16B1674.html	rapport_commission	1523344	311e95cb8f5ff14f483f2268be84288d81b6b118a30e7e338348481dcb609294	
JORFDOLE000047533100	JORFDOLE000047533100__avis-ce-1.txt	avis_conseil_etat	62283	a4ad6bacbd86cb81aabb24ce08251ec1695573263f0c4c339b892b9775c03eda	
JORFDOLE000047533100	JORFDOLE000047533100__etude-impact-1.txt	etude_impact	761017	5fdc6a18b01520b2e332211dcc07b3873e8107b368cc5fc8f1eea77f8e6aae69	
JORFDOLE000047533100	JORFDOLE000047533100__expose-motifs.txt	expose_des_motifs	28244	d670972ac7f923ceb9cebf031d51b889db4efdc58b73ed8a53760b9ce2e5071c	
JORFDOLE000047533100	JORFDOLE000047533100__l22-777.html	rapport_commission	20574	153bf38de157e1cd4d61a969b4436e8c2f4a1410f3594f4e71fd9085fe122f25	
JORFDOLE000047533100	JORFDOLE000047533100__l22-777_mono.html	rapport_commission	1121527	e9da8e8bc13ae2498ae18be79fa79e26516b297ac30e4ba11d353d76d8a4b217	
JORFDOLE000047533100	JORFDOLE000047533100__l23-469.html	rapport_commission	9815	962c6c775bf039b856c9f2d1554ff296cebfa1cf7c10ff167542992cb7cb661e	
JORFDOLE000047533100	JORFDOLE000047533100__l23-469_mono.html	rapport_commission	104980	31e321b4bc5c84218472c44990fc2cc5adb761878cf8a7acb3c53962e91c081a	
JORFDOLE000048559623	JORFDOLE000048559623__RAPPANR5L16B2066.html	rapport_commission	678982	6198f132448ad2867ee49deda0c5ebfbdb6b69d9373924c7afd0b18de7fbf107	
JORFDOLE000048559623	JORFDOLE000048559623__avis-ce-1.txt	avis_conseil_etat	19247	75381395e2fb3143804c3287222a18f9552ba53c6a71d697089bef527b91f6cd	
JORFDOLE000048559623	JORFDOLE000048559623__etude-impact-1.txt	etude_impact	554079	8128de511a8868cb2f93ddfb2079be8940d4e1c6ffc3142a9227efe886352605	
JORFDOLE000048559623	JORFDOLE000048559623__l23-342.html	rapport_commission	18012	a8d0b973216faaee1e084a01cd47ff4e001ca77c9d33fdc42c4ec8fff37be97e	
JORFDOLE000048559623	JORFDOLE000048559623__l23-342_mono.html	rapport_commission	686947	df955fe0629ab0db00a6de34bb94e1e5794d9e07cb9e803c565228913bcf7754	
JORFDOLE000048559623	JORFDOLE000048559623__l23-428.html	rapport_commission	227209	89ff6d8a8bc1dd8fb2d282cc4553bcd6ca8c4980043b679a4e594b30938c9440	
JORFDOLE000050427907	JORFDOLE000050427907__RAPPANR5L17B0631.html	rapport_commission	1186601	d430d746c29c1015a77eba10ba1a6a272972665d861865f4033d995ed3847e47	
JORFDOLE000050427907	JORFDOLE000050427907__RAPPANR5L17B1198.html	rapport_commission	639448	08947219e06aee9bb378bb8c1f29ea42e54b35b8590f08cac4a8661e6d4fa997	
JORFDOLE000050427907	JORFDOLE000050427907__avis-ce-1.txt	avis_conseil_etat	68902	c50a0d25f2d2f4b51cf956ade97b11f8c0c34cd76541e2ad7909c5763707c391	
JORFDOLE000050427907	JORFDOLE000050427907__etude-impact-1.txt	etude_impact	1918064	62b64cf9354a1d1dd432ccbeabba65db867624c736f648c58ca570c2f628a8c9	
JORFDOLE000050427907	JORFDOLE000050427907__expose-motifs.txt	expose_des_motifs	71192	ba725825f9bb2b52b24b795942e55b118f8f24a1cc981529a2a7b53f7d9019a6	
JORFDOLE000050427907	JORFDOLE000050427907__l24-401.html	rapport_commission	20008	d08332eea1ee1b340eab3edfd929e7576e84f6ce6c279f2ab1f2c74e1082b859	
JORFDOLE000050427907	JORFDOLE000050427907__l24-401_mono.html	rapport_commission	495871	9b905f0015cd27def7d4a25ad399291f7320a93ed2249a18277e72908818e209	
JORFDOLE000051045642	JORFDOLE000051045642__RAPPANR5L17B0633.html	rapport_commission	292878	3f1f93a69c77275e0507fb7bab3ce32b6e84193853c74849045b3424b0a1375c	
JORFDOLE000051045642	JORFDOLE000051045642__RAPPANR5L17B1368.html	rapport_commission	215078	a43256d0c2e822a8e0a59d37c6ecca4316c44d1d4e8ee5838a16f66cc3d2ef3a	
JORFDOLE000051045642	JORFDOLE000051045642__expose-motifs.txt	expose_des_motifs	7068	ab59eaf79818c1226c54bd599ce2a3feaef2ec32098181cbcd9ea13b6b7af40e	
JORFDOLE000051045642	JORFDOLE000051045642__l24-468.html	rapport_commission	12521	c44ba290841e8b1f1d0ddd8dceee686c03c4b3ab5f03c0df85271523a45d27ff	
JORFDOLE000051045642	JORFDOLE000051045642__l24-468_mono.html	rapport_commission	223542	b514c4a73cf9aa88fd17c97f5f947d58b0aaf2f73c09c39defd2bb79441a7b77	
externe:L224-99	externe__L224-99__senat-amendements-pjl16-190-jeu-complet.html	externe	18520	4c66cb65c012b55aebe0b2387bbc78ba42352d30f215faddf5d67fefdf667cd4	https://www.senat.fr/amendements/2016-2017/190/jeu_complet.html
externe:L132-14-1	externe__L132-14-1__senat-cri-2025-04-02-partie16-ppl24-274-article3.html	externe	34573	8a48cce3709193de111027f773bf7d10fd6fef02f42fed317a4e693776aef6ef	https://www.senat.fr/seances/s202504/s20250402/s20250402016.html
externe:L122-26	externe__L122-26__senat-cri-2025-04-02-p20-ppl24-274-am120.html	externe	36889	7576854c023e9120b0f1fac24c811e2f10f816d07b4384b73daed44ad86ed620	https://www.senat.fr/seances/s202504/s20250402/s20250402020.html
externe:L743-2	externe__L743-2__senat-avis-404-2002-2003-hyest-loi-ville-mono.html	externe	248471	27787c3e95132e0bc8a01d26be321c42eb79fac74a7742295d39a469f8ca8cc5	https://www.senat.fr/rap/a02-404/a02-404_mono.html
externe:L743-2	externe__L743-2__an-avis-1001-2003-houillon-loi-ville.html	externe	163781	8d4b5f8f17b67be8b0d093eb0751718a6ab16005c4f479a4d22398eb66a27f68	http://www.assemblee-nationale.fr/12/rapports/r1001.asp
externe:L732-2	externe__L732-2__senat-rapport-40-1989-1990-simonin-loi-89-1010.txt	externe	83059	8ff65cb3c6d22caeb50bc6e1c0805ea233b4fd379d76fbe7478fcce4d4a9d0d6	https://www.senat.fr/rap/1989-1990/i1989_1990_0040.pdf
externe:L732-2	externe__L732-2__senat-rapport-30-tome1-1994-1995-fauchon-loi-95-125.txt	externe	166184	b72804af4b29071e76aa7280a48f3bbe882af039f1478872fb306575f1cdad13	https://www.senat.fr/rap/1994-1995/i1994_1995_0030_01.pdf
externe:L732-2	externe__L732-2__senat-rapport-40-1989-1990-simonin-loi-89-1010.pdf	externe	228005	23c48928621f3cd89ca63236ce985d061a555fb7a30ea77b59590434b391d5c8	https://www.senat.fr/rap/1989-1990/i1989_1990_0040.pdf
externe:L732-2	externe__L732-2__senat-rapport-30-tome1-1994-1995-fauchon-loi-95-125.pdf	externe	388510	d2691c2706f6cac047baa5c48c561f0d94d0dc501d9af67a7a7b1ef2afe1952e	https://www.senat.fr/rap/1994-1995/i1994_1995_0030_01.pdf
externe:L431-7	externe__L431-7__senat-rap-1992-1993-0312-robert-code-conso.pdf	externe	300928	ae3316cf382ed8673521c56027182461e35065fe85932ba1233844cc27a0b49e	https://www.senat.fr/rap/1992-1993/i1992_1993_0312.pdf
externe:L451-8	externe__L451-8__JORFDOLE000037320052__ordonnance-2000-916-wayback.html	externe	23868	fccded730aef07d5bbb406d431505724489a8f46fc3c9e48b5f034c574027630	http://web.archive.org/web/20150702122942/http://www.legifrance.gouv.fr/affichTexte.do;jsessionid=010EC92C1171FFA6337F6333580B1816.tpdila20v_3?cidTexte=JORFTEXT000000219672&dateTexte=20000922&categorieLien=cid
externe:L224-62-1	externe__L224-62-1__an-cr-2021-12-16-2e-seance-3ds.pdf	externe	227996	f0cc3603197278a747d6930ba6eb5556aa81e1bfce79d3425c974e094c05bb29	https://www.assemblee-nationale.fr/dyn/15/comptes-rendus/seance/session-ordinaire-de-2021-2022/deuxieme-seance-du-jeudi-16-decembre-2021.pdf
externe:L122-12	externe__L122-12__senat_r431_1994_loi94-442.pdf	externe	149786	f2a2c086c8c47178c20b3048b0c4a78d723fc3dccc4f68097dc27efab1bf6786	https://www.senat.fr/rap/1993-1994/i1993_1994_0431.pdf
externe:L621-3	externe__L621-3__senat-rap-1992-1993-0312-robert-code-conso.pdf	externe	300928	ae3316cf382ed8673521c56027182461e35065fe85932ba1233844cc27a0b49e	https://www.senat.fr/rap/r1992-1993-0312.html
externe:L621-11	externe__L621-11__loi_93_949.txt	externe	31789	23d103e5836acec68051ddd284621c85b8b3cde40191cc8143e7b92f3aa6c1ef	https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000529228
externe:L621-1	externe__L621-1__tool_0ba66c8c7001EboM70MXf9VPso	externe	218389	f6d9b64cdf8dfa46773d694e41534de2f514b7f105a303535c17ddb10a96002d	https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000529228
externe:L621-1	externe__L621-1__senat-rap-1992-1993-0312.pdf	externe	7808	d12bd83182674569e455ee7e9618445676c2bb6b69be71d13b4b5bf9bb3f2633	https://www.senat.fr/rap/r1992-1993-0312.html
externe:L621-1	externe__L621-1__senat-rap-1992-1993-0312-robert-code-conso.pdf	externe	300928	ae3316cf382ed8673521c56027182461e35065fe85932ba1233844cc27a0b49e	https://www.senat.fr/rap/r1992-1993-0312.html
externe:L621-11	externe__L621-11__senat-rap-1992-1993-0312-robert-code-conso.pdf	externe	300928	ae3316cf382ed8673521c56027182461e35065fe85932ba1233844cc27a0b49e	https://www.senat.fr/rap/l93-949.html
