id_jorf	titre
JORFTEXT000044220683	LOI n° 2021-1357 du 18 octobre 2021 visant à protéger la rémunération des agriculteurs (1)
JORFTEXT000044327272	LOI n° 2021-1485 du 15 novembre 2021 visant à réduire l'empreinte environnementale du numérique en France (1)
JORFTEXT000044377689	Décret n° 2021-1528 du 26 novembre 2021 relatif aux conditions de reconduction tacite de l'inscription sur la liste d'opposition au démarchage téléphonique et à la nature des données essentielles devant être rendues publiques par le gestionnaire de cette liste
JORFTEXT000044506527	Décret n° 2021-1674 du 16 décembre 2021 relatif à la déclaration environnementale de produits de construction et de décoration ainsi que des équipements électriques, électroniques et de génie climatique
JORFTEXT000044513913	Décret n° 2021-1683 du 16 décembre 2021 relatif à l'utilisation de pièces de rechange issues de l'économie circulaire pour la réparation et l'entretien de certains équipements médicaux
JORFTEXT000044516929	Décret n° 2021-1700 du 17 décembre 2021 relatif aux modalités d'intervention du fonds de garantie pour la rénovation énergétique, à l'amortissement des prêts avance mutation et au taux annuel effectif global applicable au prêt viager hypothécaire
JORFTEXT000044546235	Ordonnance n° 2021-1734 du 22 décembre 2021 transposant la directive 2019/2161 du Parlement européen et du Conseil du 27 novembre 2019 et relative à une meilleure application et une modernisation des règles de l'Union en matière de protection des consommateurs
JORFTEXT000044553569	LOI n° 2021-1755 du 23 décembre 2021 visant à renforcer la régulation environnementale du numérique par l'Autorité de régulation des communications électroniques, des postes et de la distribution de la presse (1)
JORFTEXT000044590225	Ordonnance n° 2021-1843 du 22 décembre 2021 portant partie législative du code des impositions sur les biens et services et transposant diverses normes du droit de l'Union européenne
JORFTEXT000044615412	Décret n° 2021-1888 du 29 décembre 2021 pris en application de l'ordonnance n° 2021-1192 du 15 septembre 2021 portant réforme du droit des sûretés
JORFTEXT000044637640	LOI n° 2021-1900 du 30 décembre 2021 de finances pour 2022 (1)
JORFTEXT000044806559	Décret n° 2021-1943 du 31 décembre 2021 relatif à la durée de disponibilité des pièces détachées pour les ordinateurs portables et les téléphones mobiles multifonctions
JORFTEXT000044806569	Décret n° 2021-1944 du 31 décembre 2021 relatif à l'utilisation de pièces de rechange issues de l'économie circulaire pour la réparation et l'entretien d'équipements électroménagers ou électroniques
JORFTEXT000044806581	Décret n° 2021-1945 du 31 décembre 2021 relatif à l'information du consommateur sur les conditions de vente des pièces issues de l'économie circulaire dans le cadre des prestations d'entretien ou de réparation des équipements électroménagers, petits équipements informatiques et de télécommunications, écrans et moniteurs
JORFTEXT000045072860	Décret n° 2022-58 du 25 janvier 2022 relatif à la durée de disponibilité des pièces détachées pour certains matériels médicaux mentionnés par l'article L. 224-110 du code de la consommation
JORFTEXT000045072868	Décret n° 2022-59 du 25 janvier 2022 relatif à l'information du consommateur sur les conditions de vente des pièces issues de l'économie circulaire dans le cadre des prestations d'entretien ou de réparation de certains équipements médicaux
JORFTEXT000045159379	Décret n° 2022-163 du 11 février 2022 modifiant le code de la consommation
JORFTEXT000045167536	LOI n° 2022-172 du 14 février 2022 en faveur de l'activité professionnelle indépendante (1)
JORFTEXT000045185223	Décret n° 2022-190 du 17 février 2022 relatif aux conditions d'utilisation des termes « reconditionné » et « produit reconditionné »
JORFTEXT000045197395	LOI n° 2022-217 du 21 février 2022 relative à la différenciation, la décentralisation, la déconcentration et portant diverses mesures de simplification de l'action publique locale (1)
JORFTEXT000045268729	LOI n° 2022-270 du 28 février 2022 pour un accès plus juste, plus simple et plus transparent au marché de l'assurance emprunteur (1)
JORFTEXT000045294275	LOI n° 2022-309 du 3 mars 2022 pour la mise en place d'une certification de cybersécurité des plateformes numériques destinée au grand public (1)
JORFTEXT000045398547	Ordonnance n° 2022-414 du 23 mars 2022 portant adaptation des dispositions du code de la santé publique et du code rural et de la pêche maritime au droit de l'Union européenne dans le domaine des médicaments vétérinaires et aliments médicamenteux
JORFTEXT000045410578	Décret n° 2022-424 du 25 mars 2022 relatif aux obligations d'information précontractuelle et contractuelle des consommateurs et au droit de rétractation
JORFTEXT000045442717	Ordonnance n° 2022-456 du 30 mars 2022 relative à la création d'un régime de déclaration dans le domaine de la sécurité aérienne et à l'adaptation du droit national à l'entrée en vigueur du règlement (UE) 2018/1139 du 4 juillet 2018
JORFTEXT000045638551	Décret n° 2022-604 du 22 avril 2022 relatif à la notification des organismes d'évaluation de la conformité des fertilisants UE
JORFTEXT000045917983	Décret n° 2022-890 du 14 juin 2022 relatif au traitement des difficultés de l'entrepreneur individuel
JORFTEXT000045924574	Décret n° 2022-894 du 15 juin 2022 relatif aux conditions d'exercice de la profession d'intermédiaire en opérations de banque et en services de paiement
JORFTEXT000045978303	Décret n° 2022-946 du 29 juin 2022 relatif à la garantie légale de conformité pour les biens, les contenus numériques et les services numériques
JORFTEXT000046005141	Décret n° 2022-973 du 1er juillet 2022 portant diverses dispositions relatives aux contrôles effectués par les agents des services chargés de la concurrence et de la consommation
JORFTEXT000046061058	Décret n° 2022-1014 du 19 juillet 2022 relatif au Registre national des entreprises et portant adaptation d'autres registres d'entreprises
JORFTEXT000046186723	LOI n° 2022-1158 du 16 août 2022 portant mesures d'urgence pour la protection du pouvoir d'achat (1)
JORFTEXT000046334972	Décret n° 2022-1258 du 26 septembre 2022 relatif à la formation des juristes assistants et modifiant diverses dispositions relatives à l'organisation judiciaire
JORFTEXT000046421823	Décret n° 2022-1313 du 13 octobre 2022 relatif à l'encadrement des jours, horaires et fréquence des appels téléphoniques à des fins de prospection commerciale non-sollicitée
JORFTEXT000046572104	Décret n° 2022-1440 du 17 novembre 2022 relatif aux modalités de l'information des consommateurs au sujet du caractère consommable des denrées alimentaires
JORFTEXT000046664100	Décret n° 2022-1495 du 24 novembre 2022 relatif à la gestion des véhicules hors d'usage et à la responsabilité élargie des producteurs de voitures particulières, de camionnettes, de véhicules à moteur à deux ou trois roues et quadricycles à moteur
JORFTEXT000046737749	Décret n° 2022-1564 du 13 décembre 2022 modifiant certaines dispositions du code de la consommation relatives aux services accessibles par l'intermédiaire des opérateurs de communications électroniques
JORFTEXT000046760877	LOI n° 2022-1587 du 19 décembre 2022 visant à lutter contre la fraude au compte personnel de formation et à interdire le démarchage de ses titulaires (1)
JORFTEXT000046791754	LOI n° 2022-1616 du 23 décembre 2022 de financement de la sécurité sociale pour 2023 (1)
JORFTEXT000046836600	Décret n° 2022-1701 du 29 décembre 2022 définissant les modalités de publicité des mesures prises en application du livre IV du code de commerce et du livre V du code de la consommation
JORFTEXT000047074231	Décret n° 2023-40 du 30 janvier 2023 modifiant la composition du Conseil national de l'alimentation
JORFTEXT000047281777	LOI n° 2023-171 du 9 mars 2023 portant diverses dispositions d'adaptation au droit de l'Union européenne dans les domaines de l'économie, de la santé, du travail, des transports et de l'agriculture (1)
JORFTEXT000047476640	Décret n° 2023-293 du 19 avril 2023 relatif à la disponibilité des pièces détachées pour les outils de bricolage et de jardinage motorisés, les articles de sport et de loisirs et les engins de déplacement personnel motorisés
JORFTEXT000047476652	Décret n° 2023-294 du 19 avril 2023 relatif à l'utilisation de pièces de rechange issues de l'économie circulaire pour la réparation et l'entretien d'outils de bricolage et de jardinage motorisés, d'articles de sport et de loisirs et d'engins de déplacement personnel motorisés
JORFTEXT000047476672	Décret n° 2023-295 du 19 avril 2023 relatif à l'information du consommateur sur les conditions de vente des pièces issues de l'économie circulaire dans le cadre des prestations d'entretien ou de réparation d'outils de bricolage et de jardinage motorisés, d'articles et sport et de loisirs et d'engins de déplacement personnel motorisés
JORFTEXT000047613963	Décret n° 2023-417 du 31 mai 2023 relatif aux modalités techniques de résiliation des contrats par voie électronique
JORFTEXT000047663185	LOI n° 2023-451 du 9 juin 2023 visant à encadrer l'influence commerciale et à lutter contre les dérives des influenceurs sur les réseaux sociaux (1)
JORFTEXT000048010830	Décret n° 2023-837 du 30 août 2023 établissant la liste des produits qui ne peuvent pas être vendus en vrac pour des raisons de santé publique
JORFTEXT000048049544	Ordonnance n° 2023-857 du 6 septembre 2023 relative à l'accessibilité des personnes sourdes, malentendantes, sourdaveugles et aphasiques aux services téléphoniques
JORFTEXT000048092013	Décret n° 2023-887 du 20 septembre 2023 relatif à la liquidation des astreintes prononcées en application des articles L. 521-1 et L. 521-2 du code de la consommation, et de l'article L. 470-1 du code de commerce
JORFTEXT000048178349	Décret n° 2023-931 du 9 octobre 2023 relatif à l'accessibilité aux personnes handicapées des produits et services
JORFTEXT000048473127	Décret n° 2023-1100 du 27 novembre 2023 relatif aux modalités de résiliation anticipée d'un contrat de services de communications électroniques par un consommateur en situation de surendettement
JORFTEXT000048519109	Ordonnance n° 2023-1139 du 6 décembre 2023 relative aux gestionnaires de crédits et aux acheteurs de crédits
JORFTEXT000048604212	Décret n° 2023-1211 du 20 décembre 2023 relatif aux gestionnaires de crédits et aux acheteurs de crédits
JORFTEXT000048727345	LOI n° 2023-1322 du 29 décembre 2023 de finances pour 2024 (1)
JORFTEXT000048735106	Décret n° 2023-1391 du 29 décembre 2023 portant simplification de la procédure d'appel en matière civile
JORFTEXT000049237285	Décret n° 2024-170 du 4 mars 2024 relatif au Laboratoire national de métrologie et d'essais
JORFTEXT000049385823	LOI n° 2024-317 du 8 avril 2024 portant mesures pour bâtir la société du bien vieillir et de l'autonomie (1)
JORFTEXT000049392425	LOI n° 2024-322 du 9 avril 2024 visant à l'accélération et à la simplification de la rénovation de l'habitat dégradé et des grandes opérations d'aménagement (1)
JORFTEXT000049453263	LOI n° 2024-364 du 22 avril 2024 portant diverses dispositions d'adaptation au droit de l'Union européenne en matière d'économie, de finances, de transition écologique, de droit pénal, de droit social et en matière agricole (1)
JORFTEXT000049467605	Décret n° 2024-372 du 23 avril 2024 relatif aux matériaux et objets en matière plastique recyclée destinés à entrer en contact avec des denrées alimentaires
JORFTEXT000049523123	LOI n° 2024-420 du 10 mai 2024 visant à renforcer la lutte contre les dérives sectaires et à améliorer l'accompagnement des victimes (1)
JORFTEXT000049563368	LOI n° 2024-449 du 21 mai 2024 visant à sécuriser et à réguler l'espace numérique (1)
JORFTEXT000049563783	LOI n° 2024-450 du 21 mai 2024 relative à l'organisation de la gouvernance de la sûreté nucléaire et de la radioprotection pour répondre au défi de la relance de la filière nucléaire (1)
JORFTEXT000049894761	Décret n° 2024-753 du 7 juillet 2024 modifiant le code de la consommation en ce qui concerne les obligations d'information des fournisseurs de comparateurs en ligne, de places de marché en ligne et d'agrégateurs de contenus d'actualité en ligne
JORFTEXT000050000979	Décret n° 2024-823 du 16 juillet 2024 relatif à l'utilisation de pièces de rechange issues de l'économie circulaire pour la réparation des véhicules automobiles et des véhicules motorisés à deux ou trois roues
JORFTEXT000050000999	Décret n° 2024-824 du 16 juillet 2024 relatif à l'information du consommateur sur les prix et les conditions de vente des pièces issues de l'économie circulaire utilisées dans le cadre des prestations d'entretien ou de réparation des véhicules automobiles et des véhicules à deux ou trois roues motorisés
JORFTEXT000050353747	Ordonnance n° 2024-936 du 15 octobre 2024 relative aux marchés de crypto-actifs
JORFTEXT000050490790	Ordonnance n° 2024-1019 du 13 novembre 2024 portant extension et adaptation en outre-mer des dispositions de la loi n° 2024-449 du 21 mai 2024 visant à sécuriser et à réguler l'espace numérique et du règlement européen 2022/2065
JORFTEXT000050755192	Décret n° 2024-1171 du 6 décembre 2024 portant mesures d'adaptation du code de la consommation à l'entrée en vigueur du règlement (UE) 2023/988 du Parlement européen et du Conseil du 10 mai 2023 relatif à la sécurité des produits
JORFTEXT000050872247	Décret n° 2024-1247 du 30 décembre 2024 relatif au mode de production biologique des produits agricoles et à leur étiquetage
JORFTEXT000050949926	Décret n° 2025-9 du 3 janvier 2025 désignant l'autorité administrative chargée de la concurrence et de la consommation compétente en matière de saisine de la juridiction civile en application de l'article L. 133-2 du code de la consommation et compétente en application de l'article 7 de la loi n° 2004-575 du 21 juin 2004 pour la confiance dans l'économie numérique
JORFTEXT000051163440	Décret n° 2025-125 du 12 février 2025 relatif à la nouvelle procédure de saisie des rémunérations
JORFTEXT000051538879	LOI n° 2025-391 du 30 avril 2025 portant diverses dispositions d'adaptation au droit de l'Union européenne en matière économique, financière, environnementale, énergétique, de transport, de santé et de circulation des personnes (1)
JORFTEXT000051824277	LOI n° 2025-594 du 30 juin 2025 contre toutes les fraudes aux aides publiques (1)
